++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
+
+   Supplementary data for
+
+   The coupling of the X1Sigma+ and a3Sigma+ states of the atom pair Na + Cs
+   and modelling cold collisions
+
+   O Docenko, M Tamanis, J Zaharova, R Ferber, A Pashov, H Knoeckel and E Tiemann
+   2006 J. Phys. B: At. Mol. Opt. Phys. 39 S929-S943
+
+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
+
+   O Docenko, M Tamanis, J Zaharova, R Ferber
+   Department of Physics and Institute of Atomic Physics and Spectroscopy,
+   University of Latvia, Rainis Boulevard 19, LV 1586 Riga, Latvia
+
+   A Pashov
+   Department of Physics, Sofia University, James Bourchier Boulevard 5, 1164
+   Sofia, Bulgaria
+
+   H Knoeckel and E Tiemann
+   Institut fuer Quantenoptik, Universitaet Hannover, Welfengarten 1,
+   30167 Hannover, Germany
+
+   October 2004, October 2005 Hannover
+  
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
+
+   Supplementary material, Part 3
+
+   Fluorescence progressions to the X1S+ state in the NaCs molecule, 
+   excited with a dye laser (DCM dye), Ar+ 5017 laser line and NdYAG laser. 
+   Rotational relaxation lines are presented for excitation with Ar+ 4965 laser line
+   
+   The data below were used in the fitting procedure together with the previously
+   published supplementary online data of
+   O Docenko, M Tamanis, R Ferber A Pashov, H Knockel and E Tiemann
+   2004 European Physical Journal D 31 205-211
+
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

Notations: 

v', J', v", J":   vibrational and rotational quantum numbers of the excited state level 
		  and the X1S+ level, respectively. 
		  For progressions, induced with a dye laser, the upper state is the B1P state.	
		  For progressions, induced with Ar+ and NdYAG lases, the upper state is the (4)1S+ state.
		 
		  In most cases v' is artificial (>90).  

freq.: LIF experimental frequency in cm-1.
		 
unc: experimental uncertainty in cm-1.	 	  

Laser:  dye laser frequency in cm-1 or laser line (type) for Ar+ and NdYAG lasers.


N	v'	J'	v"	J"	freq. 		unc	Laser
_____________________________________________________________________________
1	9	16	31	16	13061.9583	0.003	15774.04
2	9	16	32	16	12987.1341	0.003	
3	9	16	33	16	12913.2194	0.003	
4	9	16	34	16	12840.2292	0.003	
5	9	16	35	16	12768.1776	0.003	
6	9	16	36	16	12697.0811	0.003	
7	9	16	37	16	12626.9578	0.003	
8	9	16	38	16	12557.8232	0.003	
9	0	28	1	28	15239.2149	0.003	15337.26
10	0	28	3	28	15045.1087	0.003	
11	0	28	4	28	14949.0674	0.003	
12	0	28	7	28	14664.9818	0.009	
13	0	28	8	28	14571.6451	0.003	
14	0	28	9	28	14479.0095	0.003	
15	0	28	13	28	14115.4914	0.009	
16	0	28	14	28	14026.3971	0.009	
17	99	74	0	74	15398.4013	0.003	15398.40
18	99	74	1	74	15301.477	0.003	
19	99	74	2	74	15205.2291	0.003	
20	99	74	3	74	15109.656	0.003	
21	99	74	4	74	15014.7657	0.009	
22	99	74	5	74	14920.5621	0.003	
23	99	74	7	74	14734.225	0.003	
24	99	74	9	74	14550.689	0.006	
25	99	74	10	74	14459.9738	0.009	
26	99	74	16	74	13931.0503	0.009	
27	99	74	17	74	13845.5111	0.009	
28	98	94	1	93	15354.5268	0.003	15450.66
29	98	94	1	95	15333.2597	0.003	
30	98	94	6	93	14884.0448	0.006	
31	98	94	6	95	14863.2514	0.009	
32	98	94	8	95	14680.1437	0.009	
33	98	94	9	93	14610.1632	0.009	
34	98	94	9	95	14589.659	0.006	
35	98	94	17	93	13912.0672	0.009	
36	98	94	17	95	13892.422	0.009	
37	98	94	18	93	13828.2391	0.006	
38	98	94	18	95	13808.693	0.009	
39	98	94	24	93	13342.2432	0.009	
40	98	94	24	95	13323.4233	0.009	
41	98	94	25	93	13264.1849	0.009	
42	98	94	25	95	13245.4804	0.006	
43	10	26	1	26	15707.6081	0.003	15805.66
44	10	26	2	26	15610.2007	0.003	
45	10	26	4	26	15417.3883	0.003	
46	10	26	5	26	15321.9878	0.003	
47	10	26	6	26	15227.2585	0.003	
48	10	26	7	26	15133.2195	0.003	
49	10	26	8	26	15039.859	0.003	
50	10	26	9	26	14947.1969	0.003	
51	10	26	10	26	14855.2241	0.003	
52	10	26	11	26	14763.9603	0.003	
53	10	26	12	26	14673.4025	0.003	
54	10	26	13	26	14583.5611	0.003	
55	10	26	14	26	14494.4365	0.003	
56	10	26	15	26	14406.0431	0.003	
57	10	26	16	26	14318.3812	0.003	
58	10	26	17	26	14231.4603	0.003	
