++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
+   Experimental term values of NaCs B1P excited electronic state and
+   table with experimental term values of NaCs the perturbed [B1P, b3P, c3S+]
+   complex levels.
+
+   J. Zaharova, O. Docenko, M. Tamanis, R. Ferber
+   Laser Center, Department of Physics, University of Latvia, 
+   Rainis Boulevard 19, LV 1586 Riga, Latvia
+
+   A. Pashov
+   Department of Physics, Sofia University, James Bourchier Boulevard 5, 1164
+   Sofia, Bulgaria
+
+   H. Knoeckel and E.Tiemann
+   Institut fuer Quantenoptik, Universitaet Hannover, Welfengarten 1,
+   30167 Hannover, Germany
+
+  October 2004, October 2005, Hannover
+  
+
++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++


Notations: 

v', J', v", J":   vibrational and rotational quantum numbers of the excited B1P state level
		  and the absorbing X1S+ level, respectively.

		  In some few cases v' is given approximately because upper state level is strongly perturbed,
		  (v' interval of B1P state vibrational levels is given).

E':		  energy of the excited state level

par:		  for f levels -  0, for e levels - 1

uncert.:          Assessed experimental uncertainty, cm-1

iso:              An integer i. In the final fit only transitions with  
                  i=5,8,10 were used.


		  

N	v'	J'	 E', cm-1      par      uncert. iso
-------------------------------------------------------------
410	0	76	15649.31206	0	0.01	10
411	0	76	15649.32722	1	0.01	10
412	2	76	15747.3247	0	0.01	10
413	2	76	15747.32396	1	0.01	10
414	3	76	15794.25221	0	0.01	10
415	3	76	15794.2499	1	0.01	10
416	4	76	15839.80057	0	0.01	10
417	4	76	15839.80806	1	0.01	10
418	5	76	15883.9392	0	0.01	1
419	5	76	15883.98732	1	0.01	1
420	9	76	16047.18589	0	0.01	8
421	9	76	16047.06637	1	0.01	8
422	11	76	16120.90078	0	0.01	10
423	0	77	15655.86586	0	0.01	10
424	0	77	15655.85718	1	0.01	10
425	2	77	15753.66473	0	0.01	10
426	2	77	15753.66319	1	0.01	10
427	3	77	15800.48999	0	0.01	10
428	3	77	15800.48707	1	0.01	10
429	4	77	15845.92806	0	0.01	10
430	4	77	15845.93464	1	0.01	10
431	5	77	15889.90188	0	0.01	1
432	5	77	15890.02131	1	0.01	1
433	9	77	16052.74113	0	0.01	8
434	9	77	16052.63797	1	0.01	8
435	11	77	16126.20192	0	0.01	10
436	0	78	15662.48385	0	0.01	10
437	0	78	15662.4754	1	0.01	10
438	2	78	15760.08004	0	0.01	10
439	2	78	15760.07427	1	0.01	10
440	3	78	15806.79636	0	0.01	10
441	3	78	15806.79804	1	0.01	10
442	4	78	15852.12798	0	0.01	10
443	4	78	15852.13472	1	0.01	10
444	9	78	16058.35129	0	0.01	8
445	9	78	16058.25444	1	0.01	8
446	11	78	16131.57234	0	0.01	10
447	19	78	16378.10187	0	0.01	10
448	0	79	15669.17673	0	0.01	10
449	0	79	15669.17137	1	0.01	10
450	2	79	15766.5717	0	0.01	10
451	2	79	15766.56964	1	0.01	10
452	3	79	15813.1842	0	0.01	10
453	3	79	15813.18277	1	0.01	10
454	4	79	15858.39619	0	0.01	9
455	4	79	15858.40858	1	0.01	10
456	5	79	15902.36329	0	0.01	9
457	9	79	16064.03483	0	0.01	8
458	9	79	16063.94022	1	0.01	8
459	11	79	16137.00693	0	0.01	10
460	0	80	15675.94547	0	0.01	10
461	0	80	15675.94174	1	0.01	10
462	2	80	15773.14195	0	0.01	10
463	2	80	15773.13731	1	0.01	10
464	3	80	15819.65023	0	0.01	10
465	3	80	15819.64476	1	0.01	10
466	4	80	15864.68847	0	0.01	1
467	4	80	15864.76212	1	0.01	1
468	5	80	15908.55191	0	0.01	10
469	9	80	16069.77525	0	0.01	8
470	9	80	16069.69764	1	0.01	8
471	11	80	16142.52306	0	0.01	10
472	0	81	15682.80734	0	0.01	10
473	0	81	15682.79794	1	0.01	10
474	2	81	15779.78701	0	0.01	10
475	2	81	15779.78108	1	0.01	10
476	3	81	15826.18344	0	0.01	10
477	3	81	15826.18725	1	0.01	10
478	4	81	15871.25443	0	0.01	1
479	4	81	15871.18639	1	0.01	1
480	5	81	15914.84153	0	0.01	10
481	9	81	16075.58212	0	0.01	8
482	9	81	16075.50125	1	0.01	8
483	19	81	16391.67813	0	0.01	10
484	0	82	15689.7287	0	0.01	10
485	0	82	15689.72723	1	0.01	10
486	2	82	15786.50223	0	0.01	10
487	2	82	15786.50215	1	0.01	10
488	3	82	15832.7932	0	0.01	10
489	3	82	15832.7933	1	0.01	10
490	4	82	15877.71362	0	0.01	10
491	4	82	15877.68257	1	0.01	10
492	5	82	15921.20366	0	0.01	9
493	0	83	15696.7399	0	0.01	10
494	0	83	15696.73174	1	0.01	10
495	2	83	15793.29979	0	0.01	10
496	2	83	15793.29285	1	0.01	10
497	4	83	15884.27057	0	0.01	10
498	4	83	15884.24641	1	0.01	9
499	5	83	15927.65885	0	0.01	9
500	10	83	16124.00701	0	0.01	10
501	0	84	15703.82513	0	0.01	10
502	0	84	15703.81931	1	0.01	10
503	2	84	15800.1633	0	0.01	10
504	2	84	15800.16128	1	0.01	10
505	4	84	15890.90972	0	0.01	10
506	4	84	15890.8845	1	0.01	9
507	5	84	15934.17345	0	0.01	9
508	0	85	15710.97947	0	0.01	10
509	0	85	15710.98083	1	0.01	10
510	2	85	15807.10553	0	0.01	10
511	2	85	15807.10505	1	0.01	10
512	4	85	15897.62348	0	0.01	10
513	5	85	15940.75156	0	0.01	9
514	0	86	15718.224	0	0.01	10
515	0	86	15718.21443	1	0.01	10
516	2	86	15814.11686	0	0.01	10
517	2	86	15814.11586	1	0.01	10
518	0	87	15725.53572	0	0.01	10
519	0	87	15725.53619	1	0.01	10
520	2	87	15821.22215	0	0.01	10
521	2	87	15821.21308	1	0.01	10
522	0	88	15732.93512	0	0.01	10
523	0	88	15732.92384	1	0.01	10
524	2	88	15828.38541	0	0.01	10
525	2	88	15828.37122	1	0.01	10
526	7	88	16044.42933	0	0.01	3
527	0	89	15740.39796	0	0.01	10
528	0	89	15740.39271	1	0.01	10
529	2	89	15835.62133	0	0.01	10
530	2	89	15835.61107	1	0.01	10
531	0	90	15747.94602	0	0.01	10
532	2	90	15842.92994	0	0.01	10
533	0	91	15755.57833	0	0.01	10
534	1	91	15803.63104	1	0.01	10
535	2	91	15850.30377	0	0.01	10
536	0	92	15763.26722	0	0.01	10
537	7	92	16069.5791	0	0.01	9
538	8	92	16108.23528	1	0.01	10
539	0	93	15771.03623	0	0.01	10
540	7	93	16076.39343	0	0.01	9
541	0	94	15778.89451	0	0.01	10
542	7	94	16083.26425	0	0.01	9
