Table IV
The resulting deperturbed (diabatic) potential energy curves of the singlet A1Sigma+ 
state U_A(r) and triplet b3Pi(Omega=0,1,2) sub-states U_b0(r), U_b1(r), U_b2(r) 
as well as spin-orbit splitting A_01(r), A_12(r) and V_Ab0(r) functions.
Energies - in cm-1, internuclear distance in Angstroms.
=======================================================================================
     r       U_A       U_b0       U_b1        U_b2        A_01        A_12      V_Ab0
---------------------------------------------------------------------------------------
  Angstroms                                         cm-1
=======================================================================================
  5.515145  11047.412  13732.152  13826.619  13942.598     94.467    115.979     92.285
  5.517722  11050.217  13737.948  13832.516  13948.587     94.568    116.071     92.307
  5.520303  11053.032  13743.747  13838.415  13954.578     94.669    116.163     92.330
  5.522887  11055.858  13749.547  13844.317  13960.572     94.770    116.255     92.353
  5.525476  11058.692  13755.350  13850.221  13966.569     94.871    116.347     92.376
  5.528069  11061.537  13761.155  13856.128  13972.568     94.973    116.440     92.399
  5.530665  11064.392  13766.961  13862.037  13978.569     95.075    116.533     92.422
  5.533266  11067.257  13772.770  13867.948  13984.574     95.178    116.626     92.445
  5.535871  11070.132  13778.581  13873.862  13990.580     95.281    116.719     92.468
  5.538480  11073.017  13784.393  13879.777  13996.590     95.384    116.812     92.491
  5.541093  11075.911  13790.207  13885.695  14002.602     95.488    116.906     92.515
  5.543710  11078.817  13796.024  13891.616  14008.616     95.592    117.000     92.538
  5.546331  11081.732  13801.842  13897.539  14014.633     95.697    117.095     92.562
  5.548956  11084.657  13807.662  13903.463  14020.653     95.801    117.189     92.585
  5.551586  11087.592  13813.484  13909.391  14026.675     95.906    117.284     92.609
  5.554220  11090.538  13819.308  13915.320  14032.699     96.012    117.379     92.633
  5.556858  11093.494  13825.134  13921.251  14038.726     96.118    117.474     92.656
  5.559500  11096.461  13830.961  13927.185  14044.755     96.224    117.570     92.680
  5.562146  11099.437  13836.790  13933.121  14050.787     96.331    117.666     92.704
  5.564797  11102.425  13842.622  13939.059  14056.821     96.438    117.762     92.728
  5.567452  11105.422  13848.454  13944.999  14062.857     96.545    117.858     92.753
  5.570111  11108.430  13854.289  13950.942  14068.896     96.653    117.955     92.777
  5.572775  11111.449  13860.125  13956.886  14074.937     96.761    118.052     92.801
  5.575443  11114.478  13865.963  13962.832  14080.981     96.869    118.149     92.826
  5.578115  11117.517  13871.803  13968.781  14087.027     96.978    118.246     92.850
  5.580791  11120.567  13877.644  13974.731  14093.075     97.087    118.344     92.875
  5.583472  11123.628  13883.487  13980.684  14099.125     97.197    118.441     92.899
  5.586158  11126.700  13889.332  13986.639  14105.178     97.307    118.539     92.924
  5.588848  11129.782  13895.178  13992.595  14111.233     97.417    118.638     92.949
  5.591542  11132.875  13901.026  13998.554  14117.290     97.527    118.736     92.974
  5.594241  11135.979  13906.876  14004.514  14123.350     97.639    118.835     92.999
  5.596944  11139.093  13912.727  14010.477  14129.411     97.750    118.934     93.024
  5.599652  11142.219  13918.580  14016.441  14135.475     97.862    119.034     93.049
  5.602364  11145.355  13924.434  14022.408  14141.541     97.974    119.133     93.074
  5.605081  11148.503  13930.290  14028.376  14147.609     98.086    119.233     93.099
  5.607802  11151.661  13936.147  14034.346  14153.680     98.199    119.334     93.125
  5.610528  11154.831  13942.006  14040.318  14159.752     98.313    119.434     93.150
  5.613259  11158.011  13947.866  14046.292  14165.827     98.426    119.535     93.176
  5.615994  11161.203  13953.727  14052.268  14171.903     98.540    119.636     93.202
  5.618734  11164.405  13959.590  14058.245  14177.982     98.655    119.737     93.227
  5.621478  11167.619  13965.455  14064.224  14184.063     98.770    119.838     93.253
  5.624227  11170.845  13971.321  14070.205  14190.145     98.885    119.940     93.279
  5.626981  11174.081  13977.188  14076.188  14196.230     99.000    120.042     93.305
  5.629740  11177.329  13983.057  14082.173  14202.317     99.116    120.144     93.331
  5.632503  11180.588  13988.926  14088.159  14208.406     99.233    120.247     93.357
  5.635271  11183.859  13994.798  14094.147  14214.496     99.349    120.349     93.384
  5.638044  11187.141  14000.670  14100.137  14220.589     99.466    120.452     93.410
  5.640822  11190.434  14006.544  14106.128  14226.683     99.584    120.556     93.436
  5.643605  11193.739  14012.419  14112.121  14232.780     99.702    120.659     93.463
  5.646392  11197.056  14018.295  14118.115  14238.878     99.820    120.763     93.489
  5.649184  11200.384  14024.173  14124.111  14244.978     99.939    120.867     93.516
  5.651981  11203.724  14030.051  14130.109  14251.081    100.058    120.971     93.543
  5.654783  11207.075  14035.931  14136.108  14257.184    100.177    121.076     93.570
  5.657590  11210.439  14041.812  14142.109  14263.290    100.297    121.181     93.597
  5.660402  11213.814  14047.694  14148.111  14269.397    100.417    121.286     93.624
  5.663219  11217.201  14053.577  14154.115  14275.507    100.538    121.392     93.651
  5.666041  11220.600  14059.462  14160.120  14281.618    100.659    121.497     93.678
  5.668868  11224.011  14065.347  14166.127  14287.730    100.780    121.603     93.705
  5.671700  11227.433  14071.234  14172.135  14293.845    100.902    121.709     93.733
  5.674538  11230.868  14077.121  14178.145  14299.961    101.024    121.816     93.760
  5.677380  11234.315  14083.009  14184.156  14306.079    101.147    121.923     93.788
  5.680227  11237.774  14088.899  14190.168  14312.198    101.270    122.030     93.815
  5.683080  11241.245  14094.789  14196.182  14318.319    101.393    122.137     93.843
  5.685937  11244.728  14100.681  14202.197  14324.442    101.517    122.244     93.871
  5.688800  11248.224  14106.573  14208.214  14330.566    101.641    122.352     93.899
  5.691668  11251.732  14112.466  14214.231  14336.692    101.765    122.460     93.927
  5.694541  11255.252  14118.360  14220.250  14342.819    101.890    122.569     93.955
  5.697420  11258.784  14124.255  14226.271  14348.948    102.016    122.677     93.983
  5.700304  11262.330  14130.151  14232.292  14355.078    102.141    122.786     94.012
  5.703193  11265.887  14136.047  14238.315  14361.210    102.267    122.895     94.040
  5.706087  11269.457  14141.944  14244.339  14367.343    102.394    123.005     94.069
  5.708987  11273.040  14147.843  14250.364  14373.478    102.521    123.114     94.097
  5.711892  11276.635  14153.741  14256.390  14379.614    102.648    123.224     94.126
  5.714803  11280.243  14159.641  14262.417  14385.751    102.776    123.334     94.155
  5.717719  11283.864  14165.541  14268.445  14391.890    102.904    123.445     94.183
  5.720641  11287.497  14171.442  14274.475  14398.030    103.033    123.556     94.212
  5.723568  11291.144  14177.343  14280.505  14404.172    103.162    123.667     94.241
  5.726500  11294.803  14183.246  14286.537  14410.315    103.291    123.778     94.271
  5.729438  11298.475  14189.148  14292.569  14416.459    103.421    123.890     94.300
  5.732382  11302.160  14195.052  14298.603  14422.604    103.551    124.002     94.329
  5.735331  11305.859  14200.955  14304.637  14428.751    103.682    124.114     94.359
  5.738286  11309.570  14206.860  14310.672  14434.899    103.813    124.226     94.388
  5.741246  11313.294  14212.765  14316.709  14441.047    103.944    124.339     94.418
  5.744212  11317.032  14218.670  14322.746  14447.198    104.076    124.452     94.448
  5.747184  11320.783  14224.576  14328.784  14453.349    104.208    124.565     94.477
  5.750161  11324.547  14230.482  14334.823  14459.501    104.341    124.678     94.507
  5.753145  11328.325  14236.389  14340.862  14465.655    104.474    124.792     94.537
  5.756134  11332.116  14242.296  14346.903  14471.809    104.607    124.906     94.567
  5.759129  11335.920  14248.203  14352.944  14477.965    104.741    125.021     94.598
  5.762129  11339.739  14254.111  14358.986  14484.121    104.875    125.135     94.628
  5.765136  11343.570  14260.019  14365.029  14490.279    105.010    125.250     94.658
  5.768148  11347.415  14265.927  14371.072  14496.437    105.145    125.365     94.689
  5.771166  11351.274  14271.836  14377.116  14502.597    105.281    125.481     94.719
  5.774191  11355.147  14277.744  14383.161  14508.757    105.417    125.596     94.750
  5.777221  11359.033  14283.653  14389.206  14514.919    105.553    125.712     94.781
  5.780257  11362.934  14289.562  14395.252  14521.081    105.690    125.829     94.812
  5.783299  11366.848  14295.472  14401.299  14527.244    105.827    125.945     94.843
  5.786347  11370.776  14301.381  14407.346  14533.408    105.965    126.062     94.874
  5.789402  11374.718  14307.291  14413.393  14539.572    106.103    126.179     94.905
  5.792462  11378.675  14313.200  14419.441  14545.738    106.241    126.296     94.936
  5.795529  11382.645  14319.110  14425.490  14551.904    106.380    126.414     94.968
  5.798602  11386.630  14325.019  14431.539  14558.070    106.519    126.532     94.999
  5.801681  11390.629  14330.929  14437.588  14564.238    106.659    126.650     95.031
  5.804766  11394.642  14336.838  14443.638  14570.406    106.799    126.769     95.063
  5.807857  11398.670  14342.748  14449.688  14576.575    106.940    126.887     95.094
  5.810955  11402.712  14348.657  14455.738  14582.744    107.081    127.006     95.126
  5.814059  11406.769  14354.567  14461.789  14588.914    107.222    127.126     95.158
  5.817170  11410.840  14360.476  14467.839  14595.085    107.364    127.245     95.191
  5.820286  11414.926  14366.385  14473.891  14601.256    107.506    127.365     95.223
  5.823410  11419.026  14372.293  14479.942  14607.427    107.649    127.485     95.255
  5.826539  11423.141  14378.202  14485.994  14613.599    107.792    127.606     95.288
  5.829675  11427.272  14384.110  14492.045  14619.772    107.935    127.726     95.320
  5.832818  11431.416  14390.018  14498.097  14625.945    108.079    127.847     95.353
  5.835967  11435.576  14395.925  14504.149  14632.118    108.224    127.969     95.386
  5.839123  11439.751  14401.833  14510.201  14638.292    108.369    128.090     95.419
  5.842286  11443.941  14407.740  14516.253  14644.465    108.514    128.212     95.452
  5.845455  11448.146  14413.646  14522.305  14650.640    108.659    128.334     95.485
  5.848630  11452.367  14419.552  14528.358  14656.814    108.806    128.457     95.518
  5.851813  11456.602  14425.458  14534.410  14662.989    108.952    128.579     95.551
  5.855002  11460.853  14431.363  14540.462  14669.164    109.099    128.702     95.585
  5.858198  11465.119  14437.267  14546.514  14675.339    109.246    128.826     95.618
  5.861401  11469.401  14443.171  14552.565  14681.514    109.394    128.949     95.652
  5.864610  11473.698  14449.074  14558.617  14687.690    109.543    129.073     95.686
  5.867827  11478.011  14454.977  14564.668  14693.865    109.691    129.197     95.719
  5.871050  11482.339  14460.879  14570.720  14700.041    109.840    129.321     95.753
  5.874280  11486.684  14466.781  14576.770  14706.216    109.990    129.446     95.788
  5.877518  11491.044  14472.681  14582.821  14712.392    110.140    129.571     95.822
  5.880762  11495.420  14478.581  14588.872  14718.568    110.290    129.696     95.856
  5.884013  11499.811  14484.480  14594.922  14724.743    110.441    129.822     95.891
  5.887272  11504.219  14490.379  14600.971  14730.919    110.593    129.947     95.925
  5.890537  11508.643  14496.276  14607.020  14737.094    110.744    130.073     95.960
  5.893810  11513.083  14502.173  14613.069  14743.269    110.896    130.200     95.995
  5.897090  11517.539  14508.069  14619.118  14749.444    111.049    130.326     96.029
  5.900377  11522.012  14513.963  14625.166  14755.619    111.202    130.453     96.065
  5.903672  11526.501  14519.857  14631.213  14761.793    111.356    130.580     96.100
  5.906974  11531.006  14525.750  14637.260  14767.968    111.510    130.708     96.135
  5.910283  11535.528  14531.642  14643.306  14774.141    111.664    130.836     96.170
  5.913599  11540.066  14537.533  14649.351  14780.315    111.819    130.964     96.206
  5.916923  11544.621  14543.422  14655.396  14786.488    111.974    131.092     96.241
  5.920255  11549.193  14549.311  14661.441  14792.661    112.130    131.221     96.277
  5.923593  11553.781  14555.198  14667.484  14798.833    112.286    131.349     96.313
  5.926940  11558.387  14561.084  14673.527  14805.005    112.442    131.479     96.349
  5.930294  11563.009  14566.969  14679.569  14811.177    112.599    131.608     96.385
  5.933656  11567.648  14572.853  14685.610  14817.348    112.757    131.738     96.421
  5.937025  11572.305  14578.735  14691.650  14823.518    112.915    131.868     96.458
  5.940402  11576.978  14584.616  14697.690  14829.688    113.073    131.998     96.494
  5.943787  11581.669  14590.496  14703.728  14835.857    113.232    132.129     96.531
  5.947179  11586.377  14596.374  14709.765  14842.025    113.391    132.260     96.568
  5.950580  11591.103  14602.251  14715.802  14848.193    113.551    132.391     96.604
  5.953988  11595.846  14608.127  14721.838  14854.360    113.711    132.522     96.641
  5.957404  11600.607  14614.001  14727.872  14860.526    113.871    132.654     96.679
  5.960828  11605.385  14619.873  14733.905  14866.691    114.032    132.786     96.716
  5.964260  11610.181  14625.744  14739.937  14872.856    114.194    132.918     96.753
  5.967700  11614.995  14631.613  14745.969  14879.019    114.356    133.051     96.791
  5.971149  11619.826  14637.480  14751.998  14885.182    114.518    133.184     96.828
  5.974605  11624.676  14643.346  14758.027  14891.344    114.681    133.317     96.866
  5.978069  11629.544  14649.210  14764.054  14897.504    114.844    133.450     96.904
  5.981542  11634.430  14655.073  14770.080  14903.664    115.008    133.584     96.942
  5.985023  11639.334  14660.933  14776.105  14909.823    115.172    133.718     96.980
  5.988512  11644.256  14666.792  14782.128  14915.980    115.337    133.852     97.018
  5.992010  11649.197  14672.649  14788.150  14922.137    115.502    133.987     97.057
  5.995516  11654.156  14678.504  14794.171  14928.292    115.667    134.121     97.095
  5.999031  11659.133  14684.357  14800.190  14934.446    115.833    134.256     97.134
  6.002554  11664.130  14690.208  14806.207  14940.599    115.999    134.392     97.173
  6.006085  11669.145  14696.057  14812.223  14946.750    116.166    134.527     97.212
  6.009625  11674.179  14701.904  14818.237  14952.901    116.333    134.663     97.251
  6.013174  11679.232  14707.749  14824.250  14959.050    116.501    134.800     97.290
  6.016731  11684.303  14713.591  14830.261  14965.197    116.669    134.936     97.330
  6.020297  11689.394  14719.432  14836.270  14971.343    116.838    135.073     97.369
  6.023872  11694.504  14725.270  14842.277  14977.488    117.007    135.210     97.409
  6.027456  11699.633  14731.107  14848.283  14983.631    117.177    135.347     97.449
  6.031048  11704.782  14736.941  14854.287  14989.772    117.347    135.485     97.489
  6.034650  11709.950  14742.772  14860.289  14995.912    117.517    135.623     97.529
  6.038260  11715.137  14748.601  14866.289  15002.050    117.688    135.761     97.569
  6.041879  11720.345  14754.428  14872.287  15008.187    117.859    135.900     97.609
  6.045508  11725.571  14760.253  14878.283  15014.322    118.031    136.038     97.650
  6.049146  11730.818  14766.074  14884.278  15020.455    118.203    136.177     97.691
  6.052792  11736.085  14771.894  14890.270  15026.586    118.376    136.317     97.731
  6.056448  11741.371  14777.711  14896.260  15032.716    118.549    136.456     97.772
  6.060114  11746.678  14783.525  14902.247  15038.844    118.723    136.596     97.814
  6.063788  11752.004  14789.337  14908.233  15044.970    118.897    136.736     97.855
  6.067472  11757.351  14795.145  14914.217  15051.093    119.071    136.877     97.896
  6.071166  11762.719  14800.952  14920.198  15057.215    119.246    137.018     97.938
  6.074869  11768.107  14806.755  14926.177  15063.335    119.421    137.159     97.980
  6.078581  11773.515  14812.556  14932.153  15069.453    119.597    137.300     98.022
  6.082303  11778.944  14818.354  14938.127  15075.569    119.774    137.441     98.064
  6.086035  11784.394  14824.149  14944.099  15081.682    119.950    137.583     98.106
  6.089776  11789.865  14829.941  14950.068  15087.793    120.127    137.725     98.148
  6.093528  11795.356  14835.730  14956.035  15093.903    120.305    137.868     98.191
  6.097289  11800.869  14841.516  14961.999  15100.009    120.483    138.010     98.233
  6.101059  11806.403  14847.299  14967.961  15106.114    120.662    138.153     98.276
  6.104840  11811.958  14853.079  14973.919  15112.216    120.841    138.296     98.319
  6.108631  11817.535  14858.855  14979.876  15118.316    121.020    138.440     98.362
  6.112432  11823.133  14864.629  14985.829  15124.413    121.200    138.584     98.406
  6.116243  11828.752  14870.399  14991.780  15130.508    121.381    138.728     98.449
  6.120064  11834.393  14876.167  14997.728  15136.600    121.561    138.872     98.493
  6.123896  11840.056  14881.930  15003.673  15142.690    121.743    139.017     98.537
  6.127737  11845.741  14887.691  15009.615  15148.777    121.924    139.161     98.581
  6.131590  11851.448  14893.448  15015.554  15154.861    122.106    139.307     98.625
  6.135452  11857.177  14899.202  15021.491  15160.943    122.289    139.452     98.669
  6.139325  11862.928  14904.952  15027.424  15167.022    122.472    139.598     98.714
  6.143209  11868.702  14910.698  15033.354  15173.098    122.656    139.744     98.758
  6.147103  11874.498  14916.441  15039.281  15179.171    122.840    139.890     98.803
  6.151008  11880.316  14922.181  15045.205  15185.241    123.024    140.036     98.848
  6.154923  11886.157  14927.917  15051.126  15191.309    123.209    140.183     98.893
  6.158849  11892.021  14933.649  15057.043  15197.373    123.394    140.330     98.939
  6.162787  11897.908  14939.377  15062.957  15203.434    123.580    140.477     98.984
  6.166735  11903.818  14945.102  15068.868  15209.493    123.766    140.625     99.030
  6.170694  11909.751  14950.822  15074.775  15215.548    123.953    140.773     99.076
  6.174664  11915.707  14956.539  15080.679  15221.600    124.140    140.921     99.122
  6.178646  11921.686  14962.252  15086.580  15227.649    124.328    141.069     99.168
  6.182638  11927.689  14967.961  15092.477  15233.694    124.516    141.218     99.215
  6.186642  11933.716  14973.666  15098.370  15239.737    124.704    141.367     99.261
  6.190657  11939.766  14979.367  15104.260  15245.775    124.893    141.516     99.308
  6.194684  11945.840  14985.064  15110.146  15251.811    125.082    141.665     99.355
  6.198722  11951.938  14990.756  15116.028  15257.843    125.272    141.815     99.403
  6.202772  11958.060  14996.445  15121.907  15263.871    125.462    141.965     99.450
  6.206833  11964.206  15002.129  15127.782  15269.896    125.653    142.115     99.498
  6.210906  11970.376  15007.808  15133.652  15275.918    125.844    142.265     99.545
  6.214991  11976.571  15013.484  15139.519  15281.935    126.036    142.416     99.593
  6.219087  11982.790  15019.155  15145.382  15287.949    126.228    142.567     99.642
  6.223196  11989.034  15024.821  15151.241  15293.960    126.420    142.718     99.690
  6.227316  11995.303  15030.484  15157.096  15299.966    126.613    142.870     99.738
  6.231449  12001.597  15036.141  15162.947  15305.969    126.806    143.021     99.787
  6.235594  12007.916  15041.794  15168.794  15311.967    127.000    143.173     99.836
  6.239751  12014.259  15047.442  15174.637  15317.962    127.194    143.326     99.885
  6.243920  12020.629  15053.086  15180.475  15323.953    127.389    143.478     99.935
  6.248101  12027.023  15058.725  15186.309  15329.940    127.584    143.631     99.984
  6.252296  12033.443  15064.359  15192.138  15335.922    127.780    143.784    100.034
  6.256502  12039.889  15069.988  15197.964  15341.901    127.976    143.937    100.084
  6.260722  12046.361  15075.613  15203.784  15347.875    128.172    144.091    100.135
  6.264954  12052.858  15081.232  15209.601  15353.845    128.369    144.244    100.185
  6.269199  12059.382  15086.846  15215.412  15359.811    128.566    144.398    100.236
  6.273456  12065.932  15092.456  15221.220  15365.772    128.764    144.553    100.287
  6.277727  12072.508  15098.060  15227.022  15371.729    128.962    144.707    100.338
  6.282011  12079.111  15103.659  15232.820  15377.682    129.160    144.862    100.389
  6.286308  12085.740  15109.253  15238.613  15383.630    129.359    145.017    100.441
  6.290618  12092.397  15114.842  15244.401  15389.573    129.559    145.172    100.492
  6.294941  12099.080  15120.425  15250.184  15395.512    129.759    145.328    100.544
  6.299278  12105.790  15126.003  15255.963  15401.446    129.959    145.483    100.597
  6.303628  12112.527  15131.576  15261.736  15407.375    130.160    145.639    100.649
  6.307992  12119.292  15137.143  15267.504  15413.300    130.361    145.795    100.702
  6.312369  12126.084  15142.705  15273.268  15419.220    130.563    145.952    100.755
  6.316761  12132.903  15148.261  15279.026  15425.134    130.765    146.109    100.808
  6.321166  12139.751  15153.812  15284.779  15431.044    130.967    146.265    100.861
  6.325585  12146.626  15159.357  15290.527  15436.949    131.170    146.423    100.915
  6.330018  12153.530  15164.896  15296.269  15442.849    131.373    146.580    100.969
  6.334465  12160.461  15170.430  15302.006  15448.744    131.577    146.738    101.023
  6.338927  12167.421  15175.957  15307.738  15454.634    131.781    146.895    101.077
  6.343403  12174.410  15181.479  15313.464  15460.518    131.985    147.053    101.132
  6.347893  12181.427  15186.995  15319.185  15466.397    132.190    147.212    101.187
  6.352398  12188.473  15192.505  15324.900  15472.271    132.396    147.370    101.242
  6.356917  12195.548  15198.009  15330.610  15478.139    132.601    147.529    101.297
  6.361451  12202.652  15203.506  15336.314  15484.002    132.808    147.688    101.353
  6.366000  12209.785  15208.998  15342.012  15489.859    133.014    147.847    101.409
  6.370564  12216.948  15214.483  15347.705  15495.711    133.221    148.007    101.465
  6.375143  12224.141  15219.963  15353.391  15501.557    133.429    148.166    101.521
  6.379737  12231.363  15225.436  15359.072  15507.398    133.636    148.326    101.578
  6.384346  12238.615  15230.902  15364.747  15513.233    133.845    148.486    101.635
  6.388971  12245.897  15236.362  15370.415  15519.062    134.053    148.646    101.692
  6.393611  12253.209  15241.816  15376.078  15524.885    134.262    148.807    101.750
  6.398267  12260.552  15247.263  15381.735  15530.702    134.472    148.967    101.807
  6.402938  12267.925  15252.704  15387.385  15536.513    134.682    149.128    101.866
  6.407625  12275.329  15258.137  15393.029  15542.319    134.892    149.290    101.924
  6.412329  12282.764  15263.565  15398.667  15548.118    135.102    149.451    101.982
  6.417048  12290.230  15268.985  15404.299  15553.911    135.313    149.612    102.041
  6.421783  12297.727  15274.399  15409.924  15559.698    135.525    149.774    102.101
  6.426535  12305.256  15279.806  15415.542  15565.478    135.736    149.936    102.160
  6.431303  12312.816  15285.206  15421.154  15571.252    135.949    150.098    102.220
  6.436087  12320.408  15290.599  15426.760  15577.020    136.161    150.260    102.280
  6.440888  12328.032  15295.984  15432.359  15582.782    136.374    150.423    102.340
  6.445706  12335.688  15301.363  15437.951  15588.536    136.587    150.586    102.401
  6.450540  12343.377  15306.735  15443.536  15594.285    136.801    150.749    102.462
  6.455392  12351.097  15312.099  15449.115  15600.026    137.015    150.912    102.523
  6.460261  12358.851  15317.457  15454.686  15605.761    137.230    151.075    102.585
  6.465147  12366.637  15322.807  15460.251  15611.489    137.444    151.238    102.647
  6.470050  12374.456  15328.149  15465.809  15617.211    137.660    151.402    102.709
  6.474971  12382.309  15333.484  15471.359  15622.925    137.875    151.566    102.771
  6.479909  12390.194  15338.812  15476.903  15628.633    138.091    151.730    102.834
  6.484866  12398.114  15344.132  15482.439  15634.333    138.307    151.894    102.898
  6.489840  12406.067  15349.444  15487.968  15640.027    138.524    152.058    102.961
  6.494832  12414.054  15354.749  15493.490  15645.713    138.741    152.223    103.025
  6.499842  12422.075  15360.046  15499.005  15651.392    138.958    152.388    103.089
  6.504871  12430.131  15365.335  15504.512  15657.064    139.176    152.553    103.154
  6.509918  12438.221  15370.617  15510.011  15662.729    139.394    152.718    103.219
  6.514983  12446.345  15375.890  15515.503  15668.386    139.613    152.883    103.284
  6.520068  12454.505  15381.156  15520.987  15674.035    139.831    153.048    103.349
  6.525171  12462.700  15386.413  15526.464  15679.678    140.051    153.214    103.415
  6.530293  12470.930  15391.663  15531.933  15685.312    140.270    153.379    103.482
  6.535435  12479.195  15396.904  15537.394  15690.939    140.490    153.545    103.548
  6.540595  12487.496  15402.137  15542.847  15696.558    140.710    153.711    103.615
  6.545776  12495.834  15407.362  15548.292  15702.170    140.930    153.877    103.683
  6.550975  12504.207  15412.578  15553.729  15707.773    141.151    154.044    103.750
  6.556195  12512.617  15417.786  15559.159  15713.369    141.372    154.210    103.818
  6.561434  12521.063  15422.986  15564.580  15718.957    141.594    154.377    103.887
  6.566694  12529.546  15428.177  15569.993  15724.536    141.815    154.544    103.956
  6.571974  12538.066  15433.360  15575.397  15730.108    142.037    154.710    104.025
  6.577274  12546.623  15438.534  15580.794  15735.671    142.260    154.877    104.095
  6.582595  12555.217  15443.699  15586.181  15741.226    142.482    155.044    104.165
  6.587937  12563.849  15448.856  15591.561  15746.773    142.705    155.212    104.235
  6.593299  12572.519  15454.003  15596.932  15752.311    142.929    155.379    104.306
  6.598683  12581.227  15459.142  15602.294  15757.841    143.152    155.547    104.377
  6.604087  12589.973  15464.272  15607.648  15763.362    143.376    155.714    104.449
  6.609514  12598.758  15469.393  15612.993  15768.875    143.600    155.882    104.521
  6.614962  12607.581  15474.504  15618.329  15774.379    143.825    156.050    104.594
  6.620431  12616.444  15479.607  15623.657  15779.874    144.050    156.218    104.667
  6.625923  12625.345  15484.701  15628.975  15785.361    144.275    156.386    104.740
  6.631436  12634.286  15489.785  15634.285  15790.839    144.500    156.554    104.814
  6.636972  12643.267  15494.860  15639.585  15796.307    144.726    156.722    104.888
  6.642531  12652.287  15499.925  15644.876  15801.767    144.951    156.891    104.963
  6.648112  12661.347  15504.981  15650.159  15807.218    145.178    157.059    105.038
  6.653716  12670.448  15510.028  15655.432  15812.659    145.404    157.228    105.113
  6.659343  12679.590  15515.065  15660.695  15818.092    145.631    157.396    105.190
  6.664994  12688.772  15520.092  15665.949  15823.515    145.857    157.565    105.266
  6.670668  12697.995  15525.110  15671.194  15828.928    146.085    157.734    105.343
  6.676365  12707.260  15530.118  15676.429  15834.332    146.312    157.903    105.421
  6.682087  12716.566  15535.116  15681.655  15839.727    146.540    158.072    105.499
  6.687833  12725.914  15540.104  15686.871  15845.112    146.767    158.241    105.577
  6.693602  12735.305  15545.082  15692.077  15850.487    146.996    158.410    105.656
  6.699397  12744.737  15550.050  15697.274  15855.853    147.224    158.579    105.735
  6.705216  12754.212  15555.008  15702.461  15861.209    147.452    158.748    105.815
  6.711060  12763.730  15559.956  15707.637  15866.555    147.681    158.918    105.896
  6.716929  12773.291  15564.894  15712.804  15871.891    147.910    159.087    105.977
  6.722823  12782.895  15569.821  15717.961  15877.217    148.139    159.256    106.058
  6.728744  12792.543  15574.738  15723.107  15882.533    148.369    159.426    106.140
  6.734689  12802.235  15579.645  15728.243  15887.839    148.598    159.595    106.223
  6.740661  12811.971  15584.541  15733.369  15893.134    148.828    159.765    106.306
  6.746660  12821.751  15589.427  15738.485  15898.419    149.058    159.934    106.390
  6.752684  12831.576  15594.302  15743.590  15903.694    149.288    160.104    106.474
  6.758736  12841.446  15599.167  15748.685  15908.958    149.518    160.273    106.559
  6.764815  12851.361  15604.020  15753.769  15914.212    149.749    160.443    106.644
  6.770920  12861.322  15608.863  15758.843  15919.455    149.980    160.613    106.730
  6.777054  12871.329  15613.695  15763.906  15924.688    150.210    160.782    106.816
  6.783215  12881.382  15618.516  15768.958  15929.910    150.441    160.952    106.904
  6.789404  12891.481  15623.326  15773.999  15935.120    150.672    161.122    106.991
  6.795621  12901.626  15628.125  15779.029  15940.320    150.904    161.291    107.080
  6.801867  12911.819  15632.913  15784.048  15945.509    151.135    161.461    107.168
  6.808141  12922.059  15637.690  15789.057  15950.687    151.367    161.630    107.258
  6.814445  12932.346  15642.456  15794.054  15955.854    151.598    161.800    107.348
  6.820778  12942.682  15647.210  15799.040  15961.009    151.830    161.970    107.439
  6.827141  12953.065  15651.952  15804.014  15966.153    152.062    162.139    107.530
  6.833533  12963.497  15656.684  15808.977  15971.286    152.294    162.309    107.622
  6.839956  12973.977  15661.403  15813.929  15976.407    152.526    162.478    107.715
  6.846409  12984.507  15666.111  15818.870  15981.517    152.758    162.648    107.809
  6.852893  12995.086  15670.808  15823.798  15986.615    152.990    162.817    107.903
  6.859408  13005.715  15675.493  15828.715  15991.702    153.223    162.986    107.998
  6.865954  13016.393  15680.166  15833.621  15996.776    153.455    163.156    108.093
  6.872532  13027.122  15684.827  15838.514  16001.839    153.688    163.325    108.189
  6.879142  13037.902  15689.476  15843.396  16006.890    153.920    163.494    108.286
  6.885784  13048.732  15694.113  15848.266  16011.929    154.153    163.663    108.384
  6.892459  13059.614  15698.738  15853.123  16016.956    154.385    163.832    108.482
  6.899167  13070.547  15703.351  15857.969  16021.970    154.618    164.001    108.581
  6.905908  13081.532  15707.952  15862.803  16026.973    154.851    164.170    108.681
  6.912682  13092.570  15712.540  15867.624  16031.963    155.083    164.339    108.782
  6.919491  13103.660  15717.117  15872.433  16036.940    155.316    164.507    108.883
  6.926334  13114.803  15721.680  15877.229  16041.905    155.549    164.676    108.985
  6.933211  13125.999  15726.232  15882.013  16046.858    155.781    164.844    109.088
  6.940123  13137.249  15730.771  15886.785  16051.798    156.014    165.013    109.192
  6.947071  13148.553  15735.297  15891.544  16056.725    156.247    165.181    109.297
  6.954054  13159.911  15739.810  15896.290  16061.639    156.480    165.349    109.402
  6.961074  13171.324  15744.311  15901.023  16066.540    156.712    165.517    109.508
  6.968129  13182.792  15748.799  15905.744  16071.429    156.945    165.685    109.615
